epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,64.6593,0.42616,0.77944,1,0.44966,0.000471266,0.000471266,0.000471266
2,122.83,0.16903,0.92077,1,0.21398,0.000916329,0.000916329,0.000916329
3,189.979,0.12661,0.89079,1,0.37061,0.00132995,0.00132995,0.00132995
4,249.266,0.12912,0.95075,1,0.14411,0.00128753,0.00128753,0.00128753
